Incident_ID,Source_File,Frame_Number,Timestamp_Sec,Detected_Objects,Object_Count,Motion_Score,Video_Event,Severity,Confidence,Frame_Saved,Analyzed_At
INC_037,caviar_left_bag.avi,100,4.0,backpack; car; knife,3,3998.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000100_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_038,caviar_left_bag.avi,110,4.4,none,0,6026.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000110_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_039,caviar_left_bag.avi,120,4.8,none,0,3908.0,Suspicious Motion,Medium,0.55,caviar_left_bag_f000120_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_040,caviar_walk1_cam1.avi,0,0.0,none,0,2976.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000000_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_041,caviar_walk1_cam1.avi,10,0.4,backpack; fire; motorcycle,3,8147.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000010_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_042,caviar_walk1_cam1.avi,20,0.8,fire; car; smoke,3,4908.0,Fire,Critical,0.88,caviar_walk1_cam1_f000020_Fire.jpg,2026-03-29 10:57:04
INC_043,caviar_walk1_cam1.avi,30,1.2,none,0,4010.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000030_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_044,caviar_walk1_cam1.avi,40,1.6,truck; person; car,3,4005.0,Vehicle Crash,High,0.85,caviar_walk1_cam1_f000040_Vehicle_Crash.jpg,2026-03-29 10:57:04
INC_045,caviar_walk1_cam1.avi,50,2.0,knife; backpack; fire,3,3586.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000050_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_046,caviar_walk1_cam1.avi,60,2.4,none,0,6961.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000060_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_047,caviar_walk1_cam1.avi,70,2.8,truck,1,4381.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000070_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_048,caviar_walk1_cam1.avi,80,3.2,truck; knife; backpack,3,3791.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000080_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_049,caviar_walk1_cam1.avi,90,3.6,none,0,1688.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000090_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_050,caviar_walk1_cam1.avi,100,4.0,backpack; car; knife,3,4704.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000100_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_051,caviar_walk1_cam1.avi,110,4.4,none,0,3077.0,Suspicious Motion,Medium,0.55,caviar_walk1_cam1_f000110_Suspicious_Motion.jpg,2026-03-29 10:57:04
INC_052,caviar_walk1_cam1.avi,120,4.8,none,0,1302.0,No Incident,Low,0.0,,2026-03-29 10:57:04
